"place","date","amount"
"20005",2020-04-06,10.05
"20005",2020-04-12,10.05
"20005",2020-04-14,10.05
"20007",2020-04-02,10.05
"20007",2020-06-28,10.05
"20007",2020-07-08,10.05
"20007",2020-07-17,10.05
"20009",2020-03-26,10.05
"20009",2020-03-28,10.05
"20009",2020-03-29,10.05
"20009",2020-04-03,10.05
"20009",2020-04-10,10.05
"20011",2020-03-18,10.05
"20011",2020-03-22,20.05
"20011",2020-03-31,10.05
"20011",2020-04-01,20.05
"20011",2020-05-16,10.05
"20013",2020-04-28,10.05
"20013",2020-05-10,20.05
"20013",2020-05-13,20.05
"20013",2020-05-18,10.05
"20013",2020-05-31,10.05
"20015",2020-03-09,10.05
"20015",2020-03-14,10.05
"20015",2020-03-17,10.05
"20015",2020-03-27,20.05
"20015",2020-03-28,20.05
"20017",2020-04-12,10.05
"20017",2020-04-23,20.05
"20017",2020-06-17,10.05
"20017",2020-06-28,10.05
"20017",2020-07-08,10.05
"20019",2020-03-26,10.05
"20019",2020-03-29,10.05
"20019",2020-03-30,10.05
"20019",2020-04-23,10.05
"20019",2020-07-03,10.05
"20021",2020-03-14,10.05
"20021",2020-03-18,10.05
"20021",2020-03-26,10.05
"20021",2020-03-28,10.05
"20021",2020-03-29,10.05
"20023",2020-04-23,10.05
"20023",2020-04-24,10.05
"20025",2020-04-18,10.05
"20025",2020-04-29,10.05
"20025",2020-04-30,60.05
"20025",2020-05-01,10.05
"20025",2020-05-02,80.05
"20027",2020-03-22,10.05
"20027",2020-04-12,10.05
"20027",2020-04-15,20.05
"20027",2020-05-13,10.05
"20027",2020-06-05,10.05
"20029",2020-03-28,10.05
"20029",2020-04-02,10.05
"20029",2020-04-03,10.05
"20029",2020-04-24,10.05
"20029",2020-05-19,10.05
"20031",2020-03-22,10.05
"20031",2020-03-23,40.05
"20031",2020-03-24,30.05
"20031",2020-03-25,20.05
"20031",2020-03-26,40.05
"20033",2020-05-17,10.05
"20033",2020-05-24,10.05
"20033",2020-06-29,10.05
"20035",2020-03-28,10.05
"20035",2020-04-19,10.05
"20035",2020-04-22,10.05
"20035",2020-05-09,10.05
"20035",2020-05-24,10.05
"20037",2020-03-18,20.05
"20037",2020-03-21,10.05
"20037",2020-03-24,10.05
"20037",2020-03-31,20.05
"20037",2020-04-21,10.05
"20039",2020-07-08,20.05
"20039",2020-07-10,10.05
"20039",2020-07-15,10.05
"20039",2020-07-17,10.05
"20041",2020-04-09,10.05
"20041",2020-04-21,10.05
"20041",2020-05-17,10.05
"20041",2020-05-27,10.05
"20041",2020-05-31,10.05
"20043",2020-03-19,10.05
"20043",2020-04-16,20.05
"20043",2020-04-27,10.05
"20043",2020-05-02,30.05
"20043",2020-05-05,10.05
"20045",2020-03-12,10.05
"20045",2020-03-16,20.05
"20045",2020-03-17,10.05
"20045",2020-03-18,40.05
"20045",2020-03-20,20.05
"20047",2020-04-15,10.05
"20047",2020-04-22,10.05
"20047",2020-04-24,10.05
"20047",2020-04-26,10.05
"20047",2020-05-13,10.05
"20049",2020-06-20,10.05
"20051",2020-04-05,10.05
"20051",2020-04-08,10.05
"20051",2020-04-09,20.05
"20051",2020-04-14,40.05
"20051",2020-05-29,10.05
"20053",2020-04-30,10.05
"20053",2020-05-03,10.05
"20053",2020-06-05,10.05
"20053",2020-06-26,10.05
"20053",2020-07-01,60.05
"20055",2020-03-25,10.05
"20055",2020-03-28,20.05
"20055",2020-03-29,10.05
"20055",2020-03-30,50.05
"20055",2020-03-31,10.05
"20057",2020-03-29,10.05
"20057",2020-04-03,10.05
"20057",2020-04-06,30.05
"20057",2020-04-07,80.05
"20057",2020-04-08,30.05
"20059",2020-03-09,10.05
"20059",2020-03-22,10.05
"20059",2020-03-23,40.05
"20059",2020-03-26,10.05
"20059",2020-03-29,20.05
"20061",2020-03-31,20.05
"20061",2020-04-02,20.05
"20061",2020-04-04,10.05
"20061",2020-04-08,30.05
"20061",2020-04-09,10.05
"20063",2020-03-22,10.05
"20063",2020-06-28,10.05
"20063",2020-07-19,10.05
"20065",2020-07-01,20.05
"20065",2020-07-03,10.05
"20065",2020-07-04,20.05
"20065",2020-07-05,10.05
"20065",2020-07-08,10.05
"20067",2020-04-19,10.05
"20067",2020-04-24,10.05
"20067",2020-04-25,20.05
"20067",2020-04-26,10.05
"20067",2020-04-28,20.05
"20069",2020-04-18,10.05
"20069",2020-04-19,10.05
"20069",2020-04-22,10.05
"20069",2020-04-23,10.05
"20069",2020-04-26,10.05
"20071",2020-07-07,10.05
"20071",2020-07-10,20.05
"20073",2020-03-30,10.05
"20073",2020-04-12,10.05
"20073",2020-04-19,10.05
"20073",2020-05-24,50.05
"20073",2020-05-25,10.05
"20075",2020-04-06,10.05
"20075",2020-04-20,10.05
"20075",2020-04-27,20.05
"20075",2020-05-02,10.05
"20075",2020-05-03,20.05
"20077",2020-04-25,10.05
"20077",2020-05-22,10.05
"20077",2020-07-12,20.05
"20077",2020-07-15,20.05
"20077",2020-07-19,20.05
"20079",2020-03-22,10.05
"20079",2020-03-27,10.05
"20079",2020-04-01,10.05
"20079",2020-04-02,10.05
"20079",2020-04-09,10.05
"20081",2020-04-15,10.05
"20081",2020-04-18,50.05
"20081",2020-04-20,10.05
"20081",2020-04-29,10.05
"20081",2020-05-02,10.05
"20083",2020-05-17,10.05
"20083",2020-05-24,30.05
"20083",2020-05-25,10.05
"20083",2020-06-10,10.05
"20083",2020-06-12,10.05
"20085",2020-03-14,10.05
"20085",2020-04-21,10.05
"20085",2020-05-04,10.05
"20085",2020-05-05,10.05
"20085",2020-05-08,80.05
"20087",2020-03-21,10.05
"20087",2020-03-29,10.05
"20087",2020-04-01,10.05
"20087",2020-04-03,20.05
"20087",2020-04-15,10.05
"20089",2020-03-30,10.05
"20089",2020-04-03,10.05
"20089",2020-04-07,10.05
"20089",2020-04-14,10.05
"20089",2020-07-11,10.05
"20091",2020-03-03,10.05
"20091",2020-03-07,30.05
"20091",2020-03-09,10.05
"20091",2020-03-11,30.05
"20091",2020-03-12,20.05
"20093",2020-04-14,10.05
"20093",2020-04-15,10.05
"20093",2020-04-16,20.05
"20093",2020-04-18,50.05
"20093",2020-04-19,10.05
"20095",2020-07-01,10.05
"20095",2020-07-05,30.05
"20095",2020-07-09,10.05
"20095",2020-07-19,20.05
"20095",2020-07-24,10.05
"20097",2020-04-18,10.05
"20097",2020-04-28,10.05
"20097",2020-05-29,10.05
"20097",2020-07-12,20.05
"20097",2020-07-15,10.05
"20099",2020-03-26,10.05
"20099",2020-03-30,30.05
"20099",2020-04-01,10.05
"20099",2020-04-02,30.05
"20099",2020-04-03,10.05
"20101",2020-05-15,10.05
"20101",2020-05-20,20.05
"20101",2020-05-29,10.05
"20101",2020-06-14,10.05
"20103",2020-03-13,20.05
"20103",2020-03-15,20.05
"20103",2020-03-18,10.05
"20103",2020-03-19,20.05
"20103",2020-03-20,40.05
"20105",2020-06-24,10.05
"20105",2020-07-05,10.05
"20105",2020-07-08,20.05
"20105",2020-07-12,10.05
"20105",2020-07-19,10.05
"20107",2020-03-14,10.05
"20107",2020-03-17,10.05
"20107",2020-03-20,20.05
"20107",2020-03-24,10.05
"20107",2020-04-10,10.05
"20109",2020-06-18,10.05
"20109",2020-07-06,10.05
"20111",2020-03-18,20.05
"20111",2020-03-20,20.05
"20111",2020-03-24,30.05
"20111",2020-03-25,20.05
"20111",2020-03-26,20.05
"20113",2020-03-22,10.05
"20113",2020-03-24,20.05
"20113",2020-03-27,20.05
"20113",2020-03-29,10.05
"20113",2020-03-30,20.05
"20115",2020-03-29,10.05
"20115",2020-03-30,10.05
"20115",2020-04-01,10.05
"20115",2020-04-08,10.05
"20115",2020-04-09,10.05
"20117",2020-06-19,10.05
"20117",2020-06-24,10.05
"20117",2020-07-08,40.05
"20117",2020-07-10,10.05
"20117",2020-07-22,10.05
"20119",2020-04-19,10.05
"20119",2020-04-21,10.05
"20119",2020-04-24,10.05
"20119",2020-04-25,20.05
"20119",2020-04-26,10.05
"20121",2020-03-30,20.05
"20121",2020-04-04,10.05
"20121",2020-04-09,10.05
"20121",2020-04-20,10.05
"20121",2020-05-04,10.05
"20123",2020-03-16,10.05
"20123",2020-03-18,10.05
"20123",2020-04-24,10.05
"20123",2020-05-24,10.05
"20123",2020-07-03,10.05
"20125",2020-03-24,30.05
"20125",2020-03-25,10.05
"20125",2020-03-26,10.05
"20125",2020-03-27,10.05
"20125",2020-04-01,30.05
"20127",2020-03-14,20.05
"20127",2020-04-17,10.05
"20127",2020-05-18,10.05
"20127",2020-05-22,10.05
"20127",2020-07-12,10.05
"20129",2020-04-01,10.05
"20129",2020-04-11,10.05
"20129",2020-04-23,10.05
"20129",2020-05-06,10.05
"20129",2020-05-24,10.05
"20131",2020-04-22,10.05
"20131",2020-05-13,20.05
"20131",2020-05-14,10.05
"20131",2020-05-15,40.05
"20131",2020-05-17,10.05
"20133",2020-03-20,10.05
"20133",2020-04-06,10.05
"20133",2020-06-02,10.05
"20133",2020-06-05,10.05
"20133",2020-06-07,20.05
"20135",2020-05-13,10.05
"20135",2020-05-27,20.05
"20135",2020-05-31,10.05
"20135",2020-07-10,10.05
"20137",2020-04-26,10.05
"20137",2020-04-28,10.05
"20137",2020-06-05,10.05
"20137",2020-06-24,10.05
"20137",2020-06-28,20.05
"20139",2020-03-22,10.05
"20139",2020-03-25,10.05
"20139",2020-03-26,10.05
"20139",2020-04-07,10.05
"20139",2020-04-17,10.05
"20141",2020-03-29,10.05
"20141",2020-03-30,10.05
"20141",2020-07-01,10.05
"20141",2020-07-26,10.05
"20143",2020-03-22,10.05
"20143",2020-03-30,10.05
"20143",2020-03-31,10.05
"20143",2020-04-24,10.05
"20143",2020-06-21,10.05
"20145",2020-05-29,10.05
"20145",2020-05-31,10.05
"20145",2020-06-03,10.05
"20145",2020-07-03,10.05
"20145",2020-07-10,20.05
"20147",2020-04-06,10.05
"20147",2020-05-09,10.05
"20147",2020-06-17,10.05
"20147",2020-06-27,70.05
"20147",2020-07-01,170.05
"20149",2020-03-18,10.05
"20149",2020-03-26,10.05
"20149",2020-04-01,10.05
"20149",2020-04-03,20.05
"20149",2020-04-13,10.05
"20151",2020-03-27,10.05
"20151",2020-05-24,10.05
"20151",2020-06-11,40.05
"20151",2020-06-22,50.05
"20151",2020-07-03,10.05
"20155",2020-03-15,10.05
"20155",2020-03-18,10.05
"20155",2020-03-21,20.05
"20155",2020-03-22,10.05
"20155",2020-03-24,20.05
"20157",2020-04-01,10.05
"20157",2020-04-02,10.05
"20157",2020-04-03,10.05
"20157",2020-04-06,10.05
"20157",2020-06-18,40.05
"20159",2020-04-18,10.05
"20159",2020-04-19,20.05
"20159",2020-05-08,10.05
"20159",2020-07-04,40.05
"20159",2020-07-08,20.05
"20161",2020-03-21,10.05
"20161",2020-03-22,10.05
"20161",2020-03-27,30.05
"20161",2020-03-28,10.05
"20161",2020-03-29,50.05
"20163",2020-04-03,20.05
"20163",2020-04-11,10.05
"20163",2020-04-13,10.05
"20163",2020-04-20,10.05
"20163",2020-04-21,10.05
"20165",2020-06-24,10.05
"20165",2020-07-03,10.05
"20165",2020-07-05,10.05
"20165",2020-07-08,10.05
"20165",2020-07-17,10.05
"20167",2020-06-26,10.05
"20167",2020-07-06,10.05
"20167",2020-07-12,20.05
"20167",2020-07-15,10.05
"20167",2020-07-18,20.05
"20169",2020-03-25,10.05
"20169",2020-03-28,20.05
"20169",2020-03-29,10.05
"20169",2020-03-30,10.05
"20169",2020-04-01,20.05
"20171",2020-04-26,10.05
"20171",2020-04-30,10.05
"20171",2020-05-03,10.05
"20171",2020-05-06,10.05
"20171",2020-05-08,20.05
"20173",2020-03-15,10.05
"20173",2020-03-17,10.05
"20173",2020-03-19,50.05
"20173",2020-03-20,40.05
"20173",2020-03-21,50.05
"20175",2020-04-02,10.05
"20175",2020-04-03,20.05
"20175",2020-04-07,20.05
"20175",2020-04-08,10.05
"20175",2020-04-10,10.05
"20177",2020-03-20,30.05
"20177",2020-03-21,10.05
"20177",2020-03-22,10.05
"20177",2020-03-23,20.05
"20177",2020-03-24,60.05
"20179",2020-04-15,10.05
"20179",2020-04-16,10.05
"20179",2020-06-12,10.05
"20179",2020-06-24,10.05
"20179",2020-06-26,10.05
"20181",2020-04-11,10.05
"20181",2020-04-19,20.05
"20181",2020-04-25,10.05
"20181",2020-04-27,10.05
"20181",2020-05-11,10.05
"20183",2020-04-09,10.05
"20183",2020-04-12,10.05
"20183",2020-06-10,10.05
"20185",2020-03-24,10.05
"20185",2020-07-08,10.05
"20185",2020-07-24,10.05
"20187",2020-04-07,10.05
"20187",2020-04-08,10.05
"20187",2020-04-12,10.05
"20187",2020-04-15,10.05
"20187",2020-04-24,20.05
"20189",2020-03-24,10.05
"20189",2020-04-06,10.05
"20189",2020-04-11,10.05
"20189",2020-04-15,10.05
"20189",2020-04-18,20.05
"20191",2020-03-21,10.05
"20191",2020-03-29,10.05
"20191",2020-04-11,10.05
"20191",2020-04-28,10.05
"20191",2020-05-08,10.05
"20193",2020-06-17,100.05
"20193",2020-06-18,20.05
"20193",2020-06-19,20.05
"20193",2020-06-21,10.05
"20193",2020-06-29,10.05
"20195",2020-05-17,10.05
"20195",2020-07-03,10.05
"20195",2020-07-08,30.05
"20197",2020-03-31,10.05
"20197",2020-04-15,10.05
"20197",2020-04-17,10.05
"20197",2020-04-18,30.05
"20197",2020-04-20,40.05
"20201",2020-06-04,10.05
"20201",2020-07-12,10.05
"20203",2020-07-16,10.05
"20203",2020-07-19,10.05
"20203",2020-07-24,10.05
"20205",2020-04-12,10.05
"20205",2020-06-26,10.05
"20205",2020-06-27,10.05
"20205",2020-07-01,10.05
"20205",2020-07-12,10.05
"20207",2020-03-19,10.05
"20207",2020-03-26,10.05
"20207",2020-03-27,10.05
"20207",2020-04-10,10.05
"20207",2020-04-13,10.05
"20209",2020-03-08,10.05
"20209",2020-03-12,30.05
"20209",2020-03-14,40.05
"20209",2020-03-15,10.05
"20209",2020-03-16,40.05
"21001",2020-03-30,30.05
"21001",2020-04-04,30.05
"21001",2020-04-07,50.05
"21001",2020-04-09,320.05
"21001",2020-04-11,20.05
"21003",2020-03-20,10.05
"21003",2020-03-26,10.05
"21003",2020-04-11,10.05
"21003",2020-04-12,10.05
"21003",2020-04-17,10.05
"21005",2020-03-15,10.05
"21005",2020-03-18,10.05
"21005",2020-03-30,10.05
"21005",2020-04-10,10.05
"21005",2020-04-11,10.05
"21007",2020-04-04,10.05
"21007",2020-04-09,10.05
"21007",2020-04-11,10.05
"21007",2020-04-14,10.05
"21007",2020-04-19,10.05
"21009",2020-04-02,10.05
"21009",2020-04-07,40.05
"21009",2020-04-11,10.05
"21009",2020-04-16,10.05
"21009",2020-04-17,10.05
"21011",2020-03-30,10.05
"21011",2020-04-07,10.05
"21011",2020-04-09,10.05
"21011",2020-04-20,10.05
"21011",2020-05-04,10.05
"21013",2020-05-13,10.05
"21013",2020-05-30,10.05
"21013",2020-06-04,10.05
"21013",2020-06-08,10.05
"21013",2020-06-16,10.05
"21015",2020-03-19,10.05
"21015",2020-03-23,40.05
"21015",2020-03-26,30.05
"21015",2020-03-30,30.05
"21015",2020-03-31,10.05
"21017",2020-03-11,10.05
"21017",2020-03-15,10.05
"21017",2020-03-30,20.05
"21017",2020-04-11,20.05
"21017",2020-04-19,10.05
"21019",2020-03-26,40.05
"21019",2020-03-30,90.05
"21019",2020-04-02,20.05
"21019",2020-04-04,20.05
"21019",2020-04-07,70.05
"21021",2020-03-24,10.05
"21021",2020-03-26,30.05
"21021",2020-03-30,30.05
"21021",2020-04-04,20.05
"21021",2020-04-07,30.05
"21023",2020-03-24,10.05
"21023",2020-04-07,40.05
"21023",2020-04-11,20.05
"21023",2020-04-26,20.05
"21023",2020-05-13,10.05
"21025",2020-03-18,10.05
"21025",2020-04-17,10.05
"21025",2020-05-18,10.05
"21025",2020-06-10,10.05
"21025",2020-06-19,20.05
"21027",2020-03-24,20.05
"21027",2020-04-04,10.05
"21027",2020-04-11,10.05
"21027",2020-04-12,10.05
"21027",2020-04-13,10.05
"21029",2020-03-24,20.05
"21029",2020-03-26,40.05
"21029",2020-03-30,50.05
"21029",2020-04-04,30.05
"21029",2020-04-07,130.05
"21031",2020-03-24,10.05
"21031",2020-04-04,10.05
"21031",2020-04-07,90.05
"21031",2020-04-09,110.05
"21031",2020-04-10,20.05
"21033",2020-03-30,20.05
"21033",2020-04-04,30.05
"21033",2020-04-07,50.05
"21033",2020-04-12,10.05
"21033",2020-04-16,10.05
"21035",2020-03-15,10.05
"21035",2020-03-24,10.05
"21035",2020-03-25,10.05
"21035",2020-03-30,20.05
"21035",2020-04-04,30.05
"21037",2020-03-19,10.05
"21037",2020-03-23,20.05
"21037",2020-03-24,10.05
"21037",2020-03-26,40.05
"21037",2020-03-30,40.05
"21039",2020-04-18,10.05
"21039",2020-04-22,10.05
"21039",2020-05-03,10.05
"21039",2020-05-16,20.05
"21039",2020-07-01,20.05
"21041",2020-03-24,10.05
"21041",2020-03-26,10.05
"21041",2020-05-13,10.05
"21041",2020-05-15,10.05
"21041",2020-05-16,20.05
"21043",2020-03-30,10.05
"21043",2020-04-09,20.05
"21043",2020-04-11,10.05
"21043",2020-04-23,10.05
"21043",2020-04-28,10.05
"21045",2020-04-10,10.05
"21045",2020-05-09,10.05
"21045",2020-05-24,10.05
"21045",2020-05-29,20.05
"21045",2020-05-31,30.05
"21047",2020-03-15,10.05
"21047",2020-03-18,10.05
"21047",2020-03-24,40.05
"21047",2020-03-26,10.05
"21047",2020-03-30,160.05
"21049",2020-03-11,10.05
"21049",2020-03-15,10.05
"21049",2020-03-24,40.05
"21049",2020-03-26,20.05
"21049",2020-03-30,30.05
"21051",2020-04-14,10.05
"21051",2020-05-03,10.05
"21051",2020-05-14,10.05
"21051",2020-05-18,10.05
"21051",2020-05-21,30.05
"21053",2020-03-30,10.05
"21053",2020-04-07,10.05
"21053",2020-04-23,10.05
"21053",2020-05-27,10.05
"21053",2020-05-30,10.05
"21055",2020-03-30,10.05
"21055",2020-04-02,10.05
"21055",2020-04-04,10.05
"21055",2020-04-23,10.05
"21055",2020-05-17,10.05
"21057",2020-03-30,10.05
"21057",2020-04-07,10.05
"21057",2020-04-14,10.05
"21057",2020-04-17,10.05
"21057",2020-04-21,10.05
"21059",2020-03-14,10.05
"21059",2020-03-18,100.05
"21059",2020-03-20,30.05
"21059",2020-03-23,60.05
"21059",2020-03-24,70.05
"21061",2020-03-26,20.05
"21061",2020-03-30,30.05
"21061",2020-04-07,10.05
"21061",2020-04-10,10.05
"21061",2020-04-19,40.05
"21063",2020-05-15,10.05
"21063",2020-06-10,10.05
"21063",2020-06-19,10.05
"21063",2020-07-09,20.05
"21063",2020-07-12,10.05
"21065",2020-05-28,10.05
"21065",2020-06-06,10.05
"21065",2020-06-07,10.05
"21065",2020-06-08,10.05
"21065",2020-07-03,10.05
"21067",2020-03-01,10.05
"21067",2020-03-05,10.05
"21067",2020-03-07,10.05
"21067",2020-03-10,20.05
"21067",2020-03-12,20.05
"21069",2020-04-07,10.05
"21069",2020-05-13,10.05
"21069",2020-06-07,20.05
"21069",2020-06-10,20.05
"21069",2020-06-12,30.05
"21071",2020-04-07,10.05
"21071",2020-04-11,30.05
"21071",2020-04-19,20.05
"21071",2020-04-21,40.05
"21071",2020-04-23,20.05
"21073",2020-03-15,10.05
"21073",2020-03-18,10.05
"21073",2020-03-24,40.05
"21073",2020-03-30,10.05
"21073",2020-04-04,30.05
"21075",2020-04-14,10.05
"21075",2020-05-13,10.05
"21075",2020-05-16,10.05
"21075",2020-05-22,10.05
"21075",2020-05-23,10.05
"21077",2020-04-07,10.05
"21077",2020-05-09,10.05
"21077",2020-05-13,10.05
"21077",2020-05-17,20.05
"21077",2020-05-18,30.05
"21079",2020-04-10,10.05
"21079",2020-04-20,10.05
"21079",2020-05-03,10.05
"21079",2020-05-16,10.05
"21079",2020-05-21,10.05
"21081",2020-03-24,10.05
"21081",2020-03-30,10.05
"21081",2020-04-04,10.05
"21081",2020-04-07,100.05
"21081",2020-04-09,10.05
"21083",2020-03-30,20.05
"21083",2020-04-04,30.05
"21083",2020-04-07,40.05
"21083",2020-04-09,40.05
"21083",2020-04-10,30.05
"21085",2020-03-24,20.05
"21085",2020-04-07,20.05
"21085",2020-04-09,10.05
"21085",2020-04-11,10.05
"21085",2020-04-12,20.05
"21087",2020-04-04,10.05
"21087",2020-05-30,10.05
"21087",2020-06-08,10.05
"21087",2020-06-14,10.05
"21087",2020-06-26,10.05
"21089",2020-03-30,10.05
"21089",2020-04-02,10.05
"21089",2020-04-07,30.05
"21089",2020-04-10,20.05
"21089",2020-04-11,30.05
"21091",2020-03-23,10.05
"21091",2020-04-04,10.05
"21091",2020-04-11,40.05
"21091",2020-05-21,10.05
"21091",2020-06-07,20.05
"21093",2020-03-15,10.05
"21093",2020-03-18,10.05
"21093",2020-03-24,30.05
"21093",2020-03-26,10.05
"21093",2020-03-30,30.05
"21095",2020-05-02,10.05
"21095",2020-05-27,30.05
"21095",2020-06-03,40.05
"21095",2020-06-08,30.05
"21095",2020-06-10,20.05
"21097",2020-03-04,20.05
"21097",2020-03-06,30.05
"21097",2020-03-09,10.05
"21097",2020-03-15,10.05
"21097",2020-03-18,10.05
"21099",2020-04-04,10.05
"21099",2020-04-15,10.05
"21099",2020-04-24,10.05
"21099",2020-04-26,10.05
"21099",2020-04-29,20.05
"21101",2020-03-14,10.05
"21101",2020-03-15,10.05
"21101",2020-03-23,10.05
"21101",2020-03-26,20.05
"21101",2020-03-30,10.05
"21103",2020-03-30,20.05
"21103",2020-04-04,10.05
"21103",2020-04-20,10.05
"21103",2020-04-21,20.05
"21103",2020-04-28,20.05
"21105",2020-04-17,10.05
"21105",2020-04-29,30.05
"21105",2020-04-30,10.05
"21105",2020-07-01,20.05
"21105",2020-07-10,10.05
"21107",2020-03-24,110.05
"21107",2020-03-25,60.05
"21107",2020-03-28,100.05
"21107",2020-03-30,60.05
"21107",2020-03-31,10.05
"21109",2020-04-04,30.05
"21109",2020-04-07,20.05
"21109",2020-04-09,70.05
"21109",2020-04-10,110.05
"21109",2020-04-11,140.05
"21111",2020-03-04,10.05
"21111",2020-03-07,10.05
"21111",2020-03-09,20.05
"21111",2020-03-11,20.05
"21111",2020-03-12,10.05
"21113",2020-03-18,10.05
"21113",2020-03-24,90.05
"21113",2020-03-25,10.05
"21113",2020-03-26,20.05
"21113",2020-03-30,20.05
"21115",2020-03-30,10.05
"21115",2020-04-21,10.05
"21115",2020-04-23,10.05
"21115",2020-05-02,10.05
"21115",2020-05-04,10.05
"21117",2020-03-14,10.05
"21117",2020-03-18,40.05
"21117",2020-03-20,30.05
"21117",2020-03-23,40.05
"21117",2020-03-24,50.05
"21119",2020-04-07,10.05
"21119",2020-04-12,10.05
"21119",2020-04-13,10.05
"21119",2020-04-25,10.05
"21119",2020-06-19,10.05
"21121",2020-04-07,10.05
"21121",2020-04-11,20.05
"21121",2020-04-12,10.05
"21121",2020-04-14,10.05
"21121",2020-04-22,10.05
"21123",2020-03-24,10.05
"21123",2020-03-30,20.05
"21123",2020-04-10,10.05
"21123",2020-04-12,10.05
"21123",2020-05-01,10.05
"21125",2020-03-19,10.05
"21125",2020-03-24,10.05
"21125",2020-04-04,30.05
"21125",2020-04-07,40.05
"21125",2020-04-10,20.05
"21127",2020-03-26,10.05
"21127",2020-05-21,10.05
"21127",2020-05-27,10.05
"21127",2020-05-28,10.05
"21127",2020-05-31,10.05
"21129",2020-05-23,10.05
"21129",2020-07-14,10.05
"21129",2020-07-15,10.05
"21131",2020-04-02,10.05
"21131",2020-04-10,10.05
"21131",2020-04-25,20.05
"21131",2020-05-03,10.05
"21131",2020-05-09,10.05
"21133",2020-04-04,10.05
"21133",2020-04-21,10.05
"21133",2020-04-28,10.05
"21133",2020-06-10,10.05
"21133",2020-06-12,10.05
"21135",2020-03-26,10.05
"21135",2020-03-30,10.05
"21135",2020-04-14,10.05
"21135",2020-05-03,20.05
"21135",2020-05-06,10.05
"21137",2020-04-07,10.05
"21137",2020-04-11,20.05
"21137",2020-04-12,10.05
"21137",2020-04-23,10.05
"21137",2020-05-10,20.05
"21139",2020-04-10,10.05
"21139",2020-04-22,30.05
"21139",2020-04-26,10.05
"21139",2020-04-28,10.05
"21139",2020-05-07,10.05
"21141",2020-03-19,10.05
"21141",2020-03-24,10.05
"21141",2020-03-26,10.05
"21141",2020-03-30,10.05
"21141",2020-04-04,10.05
"21143",2020-03-12,10.05
"21143",2020-03-30,30.05
"21143",2020-04-04,20.05
"21143",2020-04-07,60.05
"21143",2020-04-10,10.05
"21145",2020-03-19,10.05
"21145",2020-03-20,10.05
"21145",2020-03-24,10.05
"21145",2020-03-25,20.05
"21145",2020-03-26,30.05
"21147",2020-03-24,10.05
"21147",2020-04-04,20.05
"21147",2020-04-07,50.05
"21147",2020-04-10,10.05
"21147",2020-04-14,10.05
"21149",2020-03-23,10.05
"21149",2020-04-04,10.05
"21149",2020-04-05,30.05
"21149",2020-04-07,10.05
"21149",2020-04-11,10.05
"21151",2020-03-18,20.05
"21151",2020-03-24,50.05
"21151",2020-03-25,10.05
"21151",2020-03-26,20.05
"21151",2020-03-30,10.05
"21153",2020-05-11,10.05
"21153",2020-05-18,10.05
"21153",2020-06-07,20.05
"21153",2020-06-14,10.05
"21153",2020-06-27,10.05
"21155",2020-03-26,10.05
"21155",2020-03-30,20.05
"21155",2020-04-04,10.05
"21155",2020-04-07,70.05
"21155",2020-04-11,10.05
"21157",2020-03-26,10.05
"21157",2020-03-30,10.05
"21157",2020-03-31,10.05
"21157",2020-04-02,20.05
"21157",2020-04-04,30.05
"21159",2020-03-18,10.05
"21159",2020-04-11,10.05
"21159",2020-04-16,10.05
"21159",2020-06-16,10.05
"21159",2020-06-18,10.05
"21161",2020-03-24,10.05
"21161",2020-03-30,10.05
"21161",2020-04-04,10.05
"21161",2020-04-07,20.05
"21161",2020-04-10,10.05
"21163",2020-03-30,20.05
"21163",2020-04-14,10.05
"21163",2020-04-19,10.05
"21163",2020-04-20,20.05
"21163",2020-04-21,10.05
"21165",2020-03-18,10.05
"21165",2020-03-24,10.05
"21165",2020-03-30,10.05
"21165",2020-05-13,10.05
"21165",2020-05-15,20.05
"21167",2020-03-24,20.05
"21167",2020-03-30,10.05
"21167",2020-03-31,10.05
"21167",2020-04-07,50.05
"21167",2020-04-16,10.05
"21169",2020-04-24,10.05
"21169",2020-05-02,10.05
"21169",2020-05-07,10.05
"21169",2020-05-16,10.05
"21169",2020-05-24,20.05
"21171",2020-04-04,20.05
"21171",2020-04-10,10.05
"21171",2020-04-21,10.05
"21171",2020-04-24,10.05
"21171",2020-04-28,10.05
"21173",2020-03-08,20.05
"21173",2020-03-30,30.05
"21173",2020-04-02,10.05
"21173",2020-04-04,10.05
"21173",2020-04-07,10.05
"21175",2020-04-09,10.05
"21175",2020-05-29,20.05
"21175",2020-06-04,10.05
"21175",2020-06-07,20.05
"21175",2020-06-12,10.05
"21177",2020-04-02,260.05
"21177",2020-04-07,20.05
"21177",2020-04-09,170.05
"21177",2020-04-10,20.05
"21177",2020-04-11,80.05
"21179",2020-03-09,10.05
"21179",2020-03-24,10.05
"21179",2020-03-25,10.05
"21179",2020-03-30,10.05
"21179",2020-04-04,30.05
"21181",2020-03-24,10.05
"21181",2020-05-22,20.05
"21181",2020-05-31,10.05
"21181",2020-06-14,10.05
"21181",2020-06-27,10.05
"21183",2020-03-30,10.05
"21183",2020-04-04,30.05
"21183",2020-04-05,40.05
"21183",2020-04-11,10.05
"21183",2020-04-13,40.05
"21185",2020-03-15,10.05
"21185",2020-03-24,20.05
"21185",2020-03-26,30.05
"21185",2020-03-31,10.05
